"TIME","COICOP","COICOP_LABEL","UNIT","GEO","Value","Flag and Footnotes"
"2014","CP06","Health","Percentage of total","European Union - 27 countries (from 2019)","4.3",""
"2014","CP06","Health","Current prices, million euro","European Union - 27 countries (from 2019)","275,917.8",""
"2014","CP06","Health","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","266,287.7",""
"2014","CP061","Medical products, appliances and equipment","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2014","CP061","Medical products, appliances and equipment","Current prices, million euro","European Union - 27 countries (from 2019)","111,861.4",""
"2014","CP061","Medical products, appliances and equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","107,676.1",""
"2014","CP062","Out-patient services","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2014","CP062","Out-patient services","Current prices, million euro","European Union - 27 countries (from 2019)","117,116.5",""
"2014","CP062","Out-patient services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","114,354.2",""
"2014","CP063","Hospital services","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2014","CP063","Hospital services","Current prices, million euro","European Union - 27 countries (from 2019)","46,939.9",""
"2014","CP063","Hospital services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","44,278.5",""
"2014","CP07","Transport","Percentage of total","European Union - 27 countries (from 2019)","12.7",""
"2014","CP07","Transport","Current prices, million euro","European Union - 27 countries (from 2019)","810,918.3",""
"2014","CP07","Transport","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","742,077.8",""
"2014","CP071","Purchase of vehicles","Percentage of total","European Union - 27 countries (from 2019)","3.2",""
"2014","CP071","Purchase of vehicles","Current prices, million euro","European Union - 27 countries (from 2019)","204,367.9",""
"2014","CP071","Purchase of vehicles","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","198,420.7",""
"2014","CP072","Operation of personal transport equipment","Percentage of total","European Union - 27 countries (from 2019)","7.0",""
"2014","CP072","Operation of personal transport equipment","Current prices, million euro","European Union - 27 countries (from 2019)","447,456.2",""
"2014","CP072","Operation of personal transport equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","401,668.2",""
"2014","CP073","Transport services","Percentage of total","European Union - 27 countries (from 2019)","2.5",""
"2014","CP073","Transport services","Current prices, million euro","European Union - 27 countries (from 2019)","159,094.3",""
"2014","CP073","Transport services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","141,895.0",""
"2014","CP08","Communications","Percentage of total","European Union - 27 countries (from 2019)","2.7",""
"2014","CP08","Communications","Current prices, million euro","European Union - 27 countries (from 2019)","171,700.9",""
"2014","CP08","Communications","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","203,332.3",""
"2014","CP081","Postal services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP081","Postal services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP081","Postal services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP082","Telephone and telefax equipment","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP082","Telephone and telefax equipment","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP082","Telephone and telefax equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP083","Telephone and telefax services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP083","Telephone and telefax services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP083","Telephone and telefax services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP09","Recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","8.1",""
"2014","CP09","Recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","513,582.6",""
"2014","CP09","Recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","513,466.8",""
"2014","CP091","Audio-visual, photographic and information processing equipment","Percentage of total","European Union - 27 countries (from 2019)","1.3",""
"2014","CP091","Audio-visual, photographic and information processing equipment","Current prices, million euro","European Union - 27 countries (from 2019)","80,007.7",""
"2014","CP091","Audio-visual, photographic and information processing equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","103,811.9",""
"2014","CP092","Other major durables for recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","0.3",""
"2014","CP092","Other major durables for recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","17,108.1",""
"2014","CP092","Other major durables for recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","16,164.9",""
"2014","CP093","Other recreational items and equipment, gardens and pets","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2014","CP093","Other recreational items and equipment, gardens and pets","Current prices, million euro","European Union - 27 countries (from 2019)","109,497.8",""
"2014","CP093","Other recreational items and equipment, gardens and pets","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","106,783.9",""
"2014","CP094","Recreational and cultural services","Percentage of total","European Union - 27 countries (from 2019)","2.9",""
"2014","CP094","Recreational and cultural services","Current prices, million euro","European Union - 27 countries (from 2019)","186,214.4",""
"2014","CP094","Recreational and cultural services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","175,982.0",""
"2014","CP095","Newspapers, books and stationery","Percentage of total","European Union - 27 countries (from 2019)","1.2",""
"2014","CP095","Newspapers, books and stationery","Current prices, million euro","European Union - 27 countries (from 2019)","76,569.7",""
"2014","CP095","Newspapers, books and stationery","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","71,234.9",""
"2014","CP096","Package holidays","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2014","CP096","Package holidays","Current prices, million euro","European Union - 27 countries (from 2019)","44,184.9",""
"2014","CP096","Package holidays","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","40,948.0",""
"2014","CP10","Education","Percentage of total","European Union - 27 countries (from 2019)","1.0",""
"2014","CP10","Education","Current prices, million euro","European Union - 27 countries (from 2019)","60,758.0",""
"2014","CP10","Education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","56,998.4",""
"2014","CP101","Pre-primary and primary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP101","Pre-primary and primary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP101","Pre-primary and primary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP102","Secondary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP102","Secondary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP102","Secondary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP103","Post-secondary non-tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP103","Post-secondary non-tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP103","Post-secondary non-tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP104","Tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP104","Tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP104","Tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP105","Education not definable by level","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP105","Education not definable by level","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP105","Education not definable by level","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP11","Restaurants and hotels","Percentage of total","European Union - 27 countries (from 2019)","8.0",""
"2014","CP11","Restaurants and hotels","Current prices, million euro","European Union - 27 countries (from 2019)","512,139.9",""
"2014","CP11","Restaurants and hotels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","481,536.9",""
"2014","CP111","Catering services","Percentage of total","European Union - 27 countries (from 2019)","6.5",""
"2014","CP111","Catering services","Current prices, million euro","European Union - 27 countries (from 2019)","415,892.9",""
"2014","CP111","Catering services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","389,242.1",""
"2014","CP112","Accommodation services","Percentage of total","European Union - 27 countries (from 2019)","1.5",""
"2014","CP112","Accommodation services","Current prices, million euro","European Union - 27 countries (from 2019)","96,246.9",""
"2014","CP112","Accommodation services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","92,347.1",""
"2014","CP12","Miscellaneous goods and services","Percentage of total","European Union - 27 countries (from 2019)","11.2",""
"2014","CP12","Miscellaneous goods and services","Current prices, million euro","European Union - 27 countries (from 2019)","715,504.0",""
"2014","CP12","Miscellaneous goods and services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","699,339.5",""
"2014","CP121","Personal care","Percentage of total","European Union - 27 countries (from 2019)","2.4",""
"2014","CP121","Personal care","Current prices, million euro","European Union - 27 countries (from 2019)","154,888.4",""
"2014","CP121","Personal care","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","150,165.6",""
"2014","CP122_127","Prostitution; other services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2014","CP122_127","Prostitution; other services n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)","105,531.9",""
"2014","CP122_127","Prostitution; other services n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","98,407.5",""
"2014","CP122","Prostitution","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP122","Prostitution","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP122","Prostitution","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP123","Personal effects n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","0.8",""
"2014","CP123","Personal effects n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)","52,148.1",""
"2014","CP123","Personal effects n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","47,180.3",""
"2014","CP124","Social protection","Percentage of total","European Union - 27 countries (from 2019)","1.3",""
"2014","CP124","Social protection","Current prices, million euro","European Union - 27 countries (from 2019)","85,428.6",""
"2014","CP124","Social protection","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","80,005.9",""
"2014","CP125","Insurance","Percentage of total","European Union - 27 countries (from 2019)","2.7",""
"2014","CP125","Insurance","Current prices, million euro","European Union - 27 countries (from 2019)","174,830.1",""
"2014","CP125","Insurance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","169,320.3",""
"2014","CP126","Financial services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","2.2",""
"2014","CP126","Financial services n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)","142,672.1",""
"2014","CP126","Financial services n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","155,070.1",""
"2014","CP127","Other services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2014","CP127","Other services n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2014","CP127","Other services n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","TOTAL","Total","Percentage of total","European Union - 27 countries (from 2019)","100.0",""
"2015","TOTAL","Total","Current prices, million euro","European Union - 27 countries (from 2019)","6,505,323.0",""
"2015","TOTAL","Total","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","6,183,857.2",""
"2015","CP01","Food and non-alcoholic beverages","Percentage of total","European Union - 27 countries (from 2019)","13.2",""
"2015","CP01","Food and non-alcoholic beverages","Current prices, million euro","European Union - 27 countries (from 2019)","860,941.4",""
"2015","CP01","Food and non-alcoholic beverages","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","799,413.0",""
"2015","CP011","Food","Percentage of total","European Union - 27 countries (from 2019)","12.0",""
"2015","CP011","Food","Current prices, million euro","European Union - 27 countries (from 2019)","782,424.1",""
"2015","CP011","Food","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","726,667.3",""
"2015","CP012","Non-alcoholic beverages","Percentage of total","European Union - 27 countries (from 2019)","1.2",""
"2015","CP012","Non-alcoholic beverages","Current prices, million euro","European Union - 27 countries (from 2019)","78,517.2",""
"2015","CP012","Non-alcoholic beverages","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","72,733.2",""
"2015","CP02","Alcoholic beverages, tobacco and narcotics","Percentage of total","European Union - 27 countries (from 2019)","4.0",""
"2015","CP02","Alcoholic beverages, tobacco and narcotics","Current prices, million euro","European Union - 27 countries (from 2019)","261,951.5",""
"2015","CP02","Alcoholic beverages, tobacco and narcotics","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","230,232.7",""
"2015","CP021","Alcoholic beverages","Percentage of total","European Union - 27 countries (from 2019)","1.6",""
"2015","CP021","Alcoholic beverages","Current prices, million euro","European Union - 27 countries (from 2019)","103,129.0",""
"2015","CP021","Alcoholic beverages","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","95,242.8",""
"2015","CP022","Tobacco","Percentage of total","European Union - 27 countries (from 2019)","2.0",""
"2015","CP022","Tobacco","Current prices, million euro","European Union - 27 countries (from 2019)","128,285.6",""
"2015","CP022","Tobacco","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","105,064.2",""
"2015","CP023","Narcotics","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP023","Narcotics","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP023","Narcotics","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP03","Clothing and footwear","Percentage of total","European Union - 27 countries (from 2019)","4.8",""
"2015","CP03","Clothing and footwear","Current prices, million euro","European Union - 27 countries (from 2019)","309,676.2",""
"2015","CP03","Clothing and footwear","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","306,013.4",""
"2015","CP031","Clothing","Percentage of total","European Union - 27 countries (from 2019)","3.8",""
"2015","CP031","Clothing","Current prices, million euro","European Union - 27 countries (from 2019)","247,727.9",""
"2015","CP031","Clothing","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","245,308.0",""
"2015","CP032","Footwear","Percentage of total","European Union - 27 countries (from 2019)","1.0",""
"2015","CP032","Footwear","Current prices, million euro","European Union - 27 countries (from 2019)","61,948.4",""
"2015","CP032","Footwear","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","60,708.5",""
"2015","CP04","Housing, water, electricity, gas and other fuels","Percentage of total","European Union - 27 countries (from 2019)","24.1",""
"2015","CP04","Housing, water, electricity, gas and other fuels","Current prices, million euro","European Union - 27 countries (from 2019)","1,568,007.4",""
"2015","CP04","Housing, water, electricity, gas and other fuels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","1,451,498.8",""
"2015","CP041","Actual rentals for housing","Percentage of total","European Union - 27 countries (from 2019)","4.5",""
"2015","CP041","Actual rentals for housing","Current prices, million euro","European Union - 27 countries (from 2019)","293,282.0",""
"2015","CP041","Actual rentals for housing","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","275,669.7",""
"2015","CP042","Imputed rentals for housing","Percentage of total","European Union - 27 countries (from 2019)","12.3",""
"2015","CP042","Imputed rentals for housing","Current prices, million euro","European Union - 27 countries (from 2019)","802,888.7",""
"2015","CP042","Imputed rentals for housing","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","759,318.9",""
"2015","CP043","Maintenance and repair of the dwelling","Percentage of total","European Union - 27 countries (from 2019)","1.0",""
"2015","CP043","Maintenance and repair of the dwelling","Current prices, million euro","European Union - 27 countries (from 2019)","66,495.7",""
"2015","CP043","Maintenance and repair of the dwelling","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","61,246.5",""
"2015","CP044","Water supply and miscellaneous services relating to the dwelling","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2015","CP044","Water supply and miscellaneous services relating to the dwelling","Current prices, million euro","European Union - 27 countries (from 2019)","117,702.8",""
"2015","CP044","Water supply and miscellaneous services relating to the dwelling","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","105,653.8",""
"2015","CP045","Electricity, gas and other fuels","Percentage of total","European Union - 27 countries (from 2019)","4.4",""
"2015","CP045","Electricity, gas and other fuels","Current prices, million euro","European Union - 27 countries (from 2019)","287,638.2",""
"2015","CP045","Electricity, gas and other fuels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","251,874.0",""
"2015","CP05","Furnishings, household equipment and routine household maintenance","Percentage of total","European Union - 27 countries (from 2019)","5.6",""
"2015","CP05","Furnishings, household equipment and routine household maintenance","Current prices, million euro","European Union - 27 countries (from 2019)","364,236.5",""
"2015","CP05","Furnishings, household equipment and routine household maintenance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","354,792.6",""
"2015","CP051","Furniture and furnishings, carpets and other floor coverings","Percentage of total","European Union - 27 countries (from 2019)","1.9",""
"2015","CP051","Furniture and furnishings, carpets and other floor coverings","Current prices, million euro","European Union - 27 countries (from 2019)","121,345.3",""
"2015","CP051","Furniture and furnishings, carpets and other floor coverings","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","117,627.3",""
"2015","CP052","Household textiles","Percentage of total","European Union - 27 countries (from 2019)","0.4",""
"2015","CP052","Household textiles","Current prices, million euro","European Union - 27 countries (from 2019)","27,648.8",""
"2015","CP052","Household textiles","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","26,558.5",""
"2015","CP053","Household appliances","Percentage of total","European Union - 27 countries (from 2019)","0.8",""
"2015","CP053","Household appliances","Current prices, million euro","European Union - 27 countries (from 2019)","50,889.4",""
"2015","CP053","Household appliances","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","54,121.8",""
"2015","CP054","Glassware, tableware and household utensils","Percentage of total","European Union - 27 countries (from 2019)","0.5",""
"2015","CP054","Glassware, tableware and household utensils","Current prices, million euro","European Union - 27 countries (from 2019)","33,360.5",""
"2015","CP054","Glassware, tableware and household utensils","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","31,730.1",""
"2015","CP055","Tools and equipment for house and garden","Percentage of total","European Union - 27 countries (from 2019)","0.4",""
"2015","CP055","Tools and equipment for house and garden","Current prices, million euro","European Union - 27 countries (from 2019)","25,737.2",""
"2015","CP055","Tools and equipment for house and garden","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","24,800.0",""
"2015","CP056","Goods and services for routine household maintenance","Percentage of total","European Union - 27 countries (from 2019)","1.6",""
"2015","CP056","Goods and services for routine household maintenance","Current prices, million euro","European Union - 27 countries (from 2019)","105,255.3",""
"2015","CP056","Goods and services for routine household maintenance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","100,125.9",""
"2015","CP06","Health","Percentage of total","European Union - 27 countries (from 2019)","4.4",""
"2015","CP06","Health","Current prices, million euro","European Union - 27 countries (from 2019)","284,839.3",""
"2015","CP06","Health","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","273,297.9",""
"2015","CP061","Medical products, appliances and equipment","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2015","CP061","Medical products, appliances and equipment","Current prices, million euro","European Union - 27 countries (from 2019)","115,765.4",""
"2015","CP061","Medical products, appliances and equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","111,101.2",""
"2015","CP062","Out-patient services","Percentage of total","European Union - 27 countries (from 2019)","1.9",""
"2015","CP062","Out-patient services","Current prices, million euro","European Union - 27 countries (from 2019)","121,197.8",""
"2015","CP062","Out-patient services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","117,352.8",""
"2015","CP063","Hospital services","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2015","CP063","Hospital services","Current prices, million euro","European Union - 27 countries (from 2019)","47,876.2",""
"2015","CP063","Hospital services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","44,877.1",""
"2015","CP07","Transport","Percentage of total","European Union - 27 countries (from 2019)","12.6",""
"2015","CP07","Transport","Current prices, million euro","European Union - 27 countries (from 2019)","820,702.4",""
"2015","CP07","Transport","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","768,544.5",""
"2015","CP071","Purchase of vehicles","Percentage of total","European Union - 27 countries (from 2019)","3.4",""
"2015","CP071","Purchase of vehicles","Current prices, million euro","European Union - 27 countries (from 2019)","222,488.7",""
"2015","CP071","Purchase of vehicles","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","213,619.5",""
"2015","CP072","Operation of personal transport equipment","Percentage of total","European Union - 27 countries (from 2019)","6.7",""
"2015","CP072","Operation of personal transport equipment","Current prices, million euro","European Union - 27 countries (from 2019)","433,937.7",""
"2015","CP072","Operation of personal transport equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","410,283.2",""
"2015","CP073","Transport services","Percentage of total","European Union - 27 countries (from 2019)","2.5",""
"2015","CP073","Transport services","Current prices, million euro","European Union - 27 countries (from 2019)","164,276.1",""
"2015","CP073","Transport services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","145,168.6",""
"2015","CP08","Communications","Percentage of total","European Union - 27 countries (from 2019)","2.7",""
"2015","CP08","Communications","Current prices, million euro","European Union - 27 countries (from 2019)","174,265.3",""
"2015","CP08","Communications","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","210,974.4",""
"2015","CP081","Postal services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP081","Postal services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP081","Postal services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP082","Telephone and telefax equipment","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP082","Telephone and telefax equipment","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP082","Telephone and telefax equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP083","Telephone and telefax services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP083","Telephone and telefax services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP083","Telephone and telefax services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP09","Recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","8.2",""
"2015","CP09","Recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","531,045.8",""
"2015","CP09","Recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","530,752.8",""
"2015","CP091","Audio-visual, photographic and information processing equipment","Percentage of total","European Union - 27 countries (from 2019)","1.3",""
"2015","CP091","Audio-visual, photographic and information processing equipment","Current prices, million euro","European Union - 27 countries (from 2019)","81,762.4",""
"2015","CP091","Audio-visual, photographic and information processing equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","109,883.0",""
"2015","CP092","Other major durables for recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","0.3",""
"2015","CP092","Other major durables for recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","17,915.0",""
"2015","CP092","Other major durables for recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","16,820.8",""
"2015","CP093","Other recreational items and equipment, gardens and pets","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2015","CP093","Other recreational items and equipment, gardens and pets","Current prices, million euro","European Union - 27 countries (from 2019)","113,767.3",""
"2015","CP093","Other recreational items and equipment, gardens and pets","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","110,814.0",""
"2015","CP094","Recreational and cultural services","Percentage of total","European Union - 27 countries (from 2019)","3.0",""
"2015","CP094","Recreational and cultural services","Current prices, million euro","European Union - 27 countries (from 2019)","194,156.5",""
"2015","CP094","Recreational and cultural services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","182,551.4",""
"2015","CP095","Newspapers, books and stationery","Percentage of total","European Union - 27 countries (from 2019)","1.2",""
"2015","CP095","Newspapers, books and stationery","Current prices, million euro","European Union - 27 countries (from 2019)","77,033.3",""
"2015","CP095","Newspapers, books and stationery","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","70,316.7",""
"2015","CP096","Package holidays","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2015","CP096","Package holidays","Current prices, million euro","European Union - 27 countries (from 2019)","46,411.3",""
"2015","CP096","Package holidays","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","42,634.3",""
"2015","CP10","Education","Percentage of total","European Union - 27 countries (from 2019)","1.0",""
"2015","CP10","Education","Current prices, million euro","European Union - 27 countries (from 2019)","61,808.5",""
"2015","CP10","Education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","57,398.9",""
"2015","CP101","Pre-primary and primary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP101","Pre-primary and primary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP101","Pre-primary and primary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP102","Secondary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP102","Secondary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP102","Secondary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP103","Post-secondary non-tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP103","Post-secondary non-tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP103","Post-secondary non-tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP104","Tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP104","Tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP104","Tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP105","Education not definable by level","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2015","CP105","Education not definable by level","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP105","Education not definable by level","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2015","CP11","Restaurants and hotels","Percentage of total","European Union - 27 countries (from 2019)","8.2",""
"2015","CP11","Restaurants and hotels","Current prices, million euro","European Union - 27 countries (from 2019)","534,740.1",""
"2015","CP11","Restaurants and hotels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","495,195.4",""
"2015","CP111","Catering services","Percentage of total","European Union - 27 countries (from 2019)","6.7",""
"2015","CP111","Catering services","Current prices, million euro","European Union - 27 countries (from 2019)","434,073.1",""
"2015","CP111","Catering services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","400,731.5",""
"2015","CP112","Accommodation services","Percentage of total","European Union - 27 countries (from 2019)","1.5",""
"2015","CP112","Accommodation services","Current prices, million euro","European Union - 27 countries (from 2019)","100,667.0",""
"2015","CP112","Accommodation services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","94,506.4",""
"2015","CP12","Miscellaneous goods and services","Percentage of total","European Union - 27 countries (from 2019)","11.3",""
"2015","CP12","Miscellaneous goods and services","Current prices, million euro","European Union - 27 countries (from 2019)","733,108.5",""
"2015","CP12","Miscellaneous goods and services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","710,028.1",""
"2015","CP121","Personal care","Percentage of total","European Union - 27 countries (from 2019)","2.4",""
"2015","CP121","Personal care","Current prices, million euro","European Union - 27 countries (from 2019)","156,257.1",""
"2015","CP121","Personal care","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","151,452.3",""
"2015","CP122_127","Prostitution; other services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
