"TIME","COICOP","COICOP_LABEL","UNIT","GEO","Value","Flag and Footnotes"
"2011","CP053","Household appliances","Current prices, million euro","European Union - 27 countries (from 2019)","49,379.2",""
"2011","CP053","Household appliances","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","49,765.0",""
"2011","CP054","Glassware, tableware and household utensils","Percentage of total","European Union - 27 countries (from 2019)","0.5",""
"2011","CP054","Glassware, tableware and household utensils","Current prices, million euro","European Union - 27 countries (from 2019)","31,530.9",""
"2011","CP054","Glassware, tableware and household utensils","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","31,074.9",""
"2011","CP055","Tools and equipment for house and garden","Percentage of total","European Union - 27 countries (from 2019)","0.4",""
"2011","CP055","Tools and equipment for house and garden","Current prices, million euro","European Union - 27 countries (from 2019)","24,426.6",""
"2011","CP055","Tools and equipment for house and garden","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","24,070.8",""
"2011","CP056","Goods and services for routine household maintenance","Percentage of total","European Union - 27 countries (from 2019)","1.6",""
"2011","CP056","Goods and services for routine household maintenance","Current prices, million euro","European Union - 27 countries (from 2019)","101,319.1",""
"2011","CP056","Goods and services for routine household maintenance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","99,865.6",""
"2011","CP06","Health","Percentage of total","European Union - 27 countries (from 2019)","4.2",""
"2011","CP06","Health","Current prices, million euro","European Union - 27 countries (from 2019)","258,048.0",""
"2011","CP06","Health","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","254,091.2",""
"2011","CP061","Medical products, appliances and equipment","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2011","CP061","Medical products, appliances and equipment","Current prices, million euro","European Union - 27 countries (from 2019)","103,216.0",""
"2011","CP061","Medical products, appliances and equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","102,231.0",""
"2011","CP062","Out-patient services","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2011","CP062","Out-patient services","Current prices, million euro","European Union - 27 countries (from 2019)","110,611.9",""
"2011","CP062","Out-patient services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","108,322.6",""
"2011","CP063","Hospital services","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2011","CP063","Hospital services","Current prices, million euro","European Union - 27 countries (from 2019)","44,220.2",""
"2011","CP063","Hospital services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","43,537.6",""
"2011","CP07","Transport","Percentage of total","European Union - 27 countries (from 2019)","13.0",""
"2011","CP07","Transport","Current prices, million euro","European Union - 27 countries (from 2019)","807,853.0",""
"2011","CP07","Transport","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","763,821.1",""
"2011","CP071","Purchase of vehicles","Percentage of total","European Union - 27 countries (from 2019)","3.5",""
"2011","CP071","Purchase of vehicles","Current prices, million euro","European Union - 27 countries (from 2019)","214,853.8",""
"2011","CP071","Purchase of vehicles","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","210,359.2",""
"2011","CP072","Operation of personal transport equipment","Percentage of total","European Union - 27 countries (from 2019)","7.2",""
"2011","CP072","Operation of personal transport equipment","Current prices, million euro","European Union - 27 countries (from 2019)","445,535.9",""
"2011","CP072","Operation of personal transport equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","411,851.1",""
"2011","CP073","Transport services","Percentage of total","European Union - 27 countries (from 2019)","2.4",""
"2011","CP073","Transport services","Current prices, million euro","European Union - 27 countries (from 2019)","147,463.4",""
"2011","CP073","Transport services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","141,610.7",""
"2011","CP08","Communications","Percentage of total","European Union - 27 countries (from 2019)","2.9",""
"2011","CP08","Communications","Current prices, million euro","European Union - 27 countries (from 2019)","178,657.1",""
"2011","CP08","Communications","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","182,834.1",""
"2011","CP081","Postal services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP081","Postal services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP081","Postal services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP082","Telephone and telefax equipment","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP082","Telephone and telefax equipment","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP082","Telephone and telefax equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP083","Telephone and telefax services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP083","Telephone and telefax services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP083","Telephone and telefax services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP09","Recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","8.5",""
"2011","CP09","Recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","528,508.7",""
"2011","CP09","Recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","529,541.2",""
"2011","CP091","Audio-visual, photographic and information processing equipment","Percentage of total","European Union - 27 countries (from 2019)","1.5",""
"2011","CP091","Audio-visual, photographic and information processing equipment","Current prices, million euro","European Union - 27 countries (from 2019)","90,190.5",""
"2011","CP091","Audio-visual, photographic and information processing equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","97,741.9",""
"2011","CP092","Other major durables for recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","0.3",""
"2011","CP092","Other major durables for recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","18,029.1",""
"2011","CP092","Other major durables for recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","17,697.4",""
"2011","CP093","Other recreational items and equipment, gardens and pets","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2011","CP093","Other recreational items and equipment, gardens and pets","Current prices, million euro","European Union - 27 countries (from 2019)","107,569.5",""
"2011","CP093","Other recreational items and equipment, gardens and pets","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","106,777.3",""
"2011","CP094","Recreational and cultural services","Percentage of total","European Union - 27 countries (from 2019)","3.0",""
"2011","CP094","Recreational and cultural services","Current prices, million euro","European Union - 27 countries (from 2019)","186,788.2",""
"2011","CP094","Recreational and cultural services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","183,635.2",""
"2011","CP095","Newspapers, books and stationery","Percentage of total","European Union - 27 countries (from 2019)","1.3",""
"2011","CP095","Newspapers, books and stationery","Current prices, million euro","European Union - 27 countries (from 2019)","82,599.8",""
"2011","CP095","Newspapers, books and stationery","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","81,279.3",""
"2011","CP096","Package holidays","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2011","CP096","Package holidays","Current prices, million euro","European Union - 27 countries (from 2019)","43,331.7",""
"2011","CP096","Package holidays","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","42,410.2",""
"2011","CP10","Education","Percentage of total","European Union - 27 countries (from 2019)","0.9",""
"2011","CP10","Education","Current prices, million euro","European Union - 27 countries (from 2019)","57,037.5",""
"2011","CP10","Education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","56,183.6",""
"2011","CP101","Pre-primary and primary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP101","Pre-primary and primary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP101","Pre-primary and primary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP102","Secondary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP102","Secondary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP102","Secondary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP103","Post-secondary non-tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP103","Post-secondary non-tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP103","Post-secondary non-tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP104","Tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP104","Tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP104","Tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP105","Education not definable by level","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP105","Education not definable by level","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP105","Education not definable by level","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP11","Restaurants and hotels","Percentage of total","European Union - 27 countries (from 2019)","7.9",""
"2011","CP11","Restaurants and hotels","Current prices, million euro","European Union - 27 countries (from 2019)","487,102.6",""
"2011","CP11","Restaurants and hotels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","478,144.3",""
"2011","CP111","Catering services","Percentage of total","European Union - 27 countries (from 2019)","6.4",""
"2011","CP111","Catering services","Current prices, million euro","European Union - 27 countries (from 2019)","398,514.8",""
"2011","CP111","Catering services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","391,198.4",""
"2011","CP112","Accommodation services","Percentage of total","European Union - 27 countries (from 2019)","1.4",""
"2011","CP112","Accommodation services","Current prices, million euro","European Union - 27 countries (from 2019)","88,587.8",""
"2011","CP112","Accommodation services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","86,945.9",""
"2011","CP12","Miscellaneous goods and services","Percentage of total","European Union - 27 countries (from 2019)","11.2",""
"2011","CP12","Miscellaneous goods and services","Current prices, million euro","European Union - 27 countries (from 2019)","694,970.3",""
"2011","CP12","Miscellaneous goods and services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","681,642.3",""
"2011","CP121","Personal care","Percentage of total","European Union - 27 countries (from 2019)","2.4",""
"2011","CP121","Personal care","Current prices, million euro","European Union - 27 countries (from 2019)","149,184.2",""
"2011","CP121","Personal care","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","147,526.7",""
"2011","CP122_127","Prostitution; other services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","1.6",""
"2011","CP122_127","Prostitution; other services n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)","100,324.0",""
"2011","CP122_127","Prostitution; other services n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","98,584.2",""
"2011","CP122","Prostitution","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP122","Prostitution","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP122","Prostitution","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP123","Personal effects n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","0.8",""
"2011","CP123","Personal effects n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)","52,381.8",""
"2011","CP123","Personal effects n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","49,506.8",""
"2011","CP124","Social protection","Percentage of total","European Union - 27 countries (from 2019)","1.2",""
"2011","CP124","Social protection","Current prices, million euro","European Union - 27 countries (from 2019)","75,672.9",""
"2011","CP124","Social protection","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","74,183.6",""
"2011","CP125","Insurance","Percentage of total","European Union - 27 countries (from 2019)","2.8",""
"2011","CP125","Insurance","Current prices, million euro","European Union - 27 countries (from 2019)","172,010.1",""
"2011","CP125","Insurance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","168,807.0",""
"2011","CP126","Financial services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)","2.3",""
"2011","CP126","Financial services n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)","145,380.2",""
"2011","CP126","Financial services n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","143,016.5",""
"2011","CP127","Other services n.e.c.","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2011","CP127","Other services n.e.c.","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2011","CP127","Other services n.e.c.","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","TOTAL","Total","Percentage of total","European Union - 27 countries (from 2019)","100.0",""
"2012","TOTAL","Total","Current prices, million euro","European Union - 27 countries (from 2019)","6,253,564.3",""
"2012","TOTAL","Total","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","6,004,996.9",""
"2012","CP01","Food and non-alcoholic beverages","Percentage of total","European Union - 27 countries (from 2019)","13.1",""
"2012","CP01","Food and non-alcoholic beverages","Current prices, million euro","European Union - 27 countries (from 2019)","817,288.0",""
"2012","CP01","Food and non-alcoholic beverages","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","774,256.0",""
"2012","CP011","Food","Percentage of total","European Union - 27 countries (from 2019)","11.9",""
"2012","CP011","Food","Current prices, million euro","European Union - 27 countries (from 2019)","743,925.5",""
"2012","CP011","Food","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","706,521.5",""
"2012","CP012","Non-alcoholic beverages","Percentage of total","European Union - 27 countries (from 2019)","1.2",""
"2012","CP012","Non-alcoholic beverages","Current prices, million euro","European Union - 27 countries (from 2019)","73,362.5",""
"2012","CP012","Non-alcoholic beverages","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","67,750.4",""
"2012","CP02","Alcoholic beverages, tobacco and narcotics","Percentage of total","European Union - 27 countries (from 2019)","4.1",""
"2012","CP02","Alcoholic beverages, tobacco and narcotics","Current prices, million euro","European Union - 27 countries (from 2019)","256,778.7",""
"2012","CP02","Alcoholic beverages, tobacco and narcotics","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","240,099.5",""
"2012","CP021","Alcoholic beverages","Percentage of total","European Union - 27 countries (from 2019)","1.6",""
"2012","CP021","Alcoholic beverages","Current prices, million euro","European Union - 27 countries (from 2019)","97,746.1",""
"2012","CP021","Alcoholic beverages","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","94,098.2",""
"2012","CP022","Tobacco","Percentage of total","European Union - 27 countries (from 2019)","2.0",""
"2012","CP022","Tobacco","Current prices, million euro","European Union - 27 countries (from 2019)","125,881.4",""
"2012","CP022","Tobacco","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","113,654.9",""
"2012","CP023","Narcotics","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP023","Narcotics","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP023","Narcotics","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP03","Clothing and footwear","Percentage of total","European Union - 27 countries (from 2019)","4.8",""
"2012","CP03","Clothing and footwear","Current prices, million euro","European Union - 27 countries (from 2019)","300,091.7",""
"2012","CP03","Clothing and footwear","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","294,730.8",""
"2012","CP031","Clothing","Percentage of total","European Union - 27 countries (from 2019)","3.9",""
"2012","CP031","Clothing","Current prices, million euro","European Union - 27 countries (from 2019)","241,788.1",""
"2012","CP031","Clothing","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","237,233.2",""
"2012","CP032","Footwear","Percentage of total","European Union - 27 countries (from 2019)","0.9",""
"2012","CP032","Footwear","Current prices, million euro","European Union - 27 countries (from 2019)","58,303.6",""
"2012","CP032","Footwear","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","57,498.7",""
"2012","CP04","Housing, water, electricity, gas and other fuels","Percentage of total","European Union - 27 countries (from 2019)","24.2",""
"2012","CP04","Housing, water, electricity, gas and other fuels","Current prices, million euro","European Union - 27 countries (from 2019)","1,515,008.4",""
"2012","CP04","Housing, water, electricity, gas and other fuels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","1,436,017.6",""
"2012","CP041","Actual rentals for housing","Percentage of total","European Union - 27 countries (from 2019)","4.4",""
"2012","CP041","Actual rentals for housing","Current prices, million euro","European Union - 27 countries (from 2019)","275,837.4",""
"2012","CP041","Actual rentals for housing","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","267,542.1",""
"2012","CP042","Imputed rentals for housing","Percentage of total","European Union - 27 countries (from 2019)","12.1",""
"2012","CP042","Imputed rentals for housing","Current prices, million euro","European Union - 27 countries (from 2019)","756,312.0",""
"2012","CP042","Imputed rentals for housing","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","736,856.0",""
"2012","CP043","Maintenance and repair of the dwelling","Percentage of total","European Union - 27 countries (from 2019)","1.0",""
"2012","CP043","Maintenance and repair of the dwelling","Current prices, million euro","European Union - 27 countries (from 2019)","65,181.2",""
"2012","CP043","Maintenance and repair of the dwelling","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","62,392.1",""
"2012","CP044","Water supply and miscellaneous services relating to the dwelling","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2012","CP044","Water supply and miscellaneous services relating to the dwelling","Current prices, million euro","European Union - 27 countries (from 2019)","111,051.3",""
"2012","CP044","Water supply and miscellaneous services relating to the dwelling","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","105,315.1",""
"2012","CP045","Electricity, gas and other fuels","Percentage of total","European Union - 27 countries (from 2019)","4.9",""
"2012","CP045","Electricity, gas and other fuels","Current prices, million euro","European Union - 27 countries (from 2019)","306,626.5",""
"2012","CP045","Electricity, gas and other fuels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","263,947.9",""
"2012","CP05","Furnishings, household equipment and routine household maintenance","Percentage of total","European Union - 27 countries (from 2019)","5.6",""
"2012","CP05","Furnishings, household equipment and routine household maintenance","Current prices, million euro","European Union - 27 countries (from 2019)","351,503.4",""
"2012","CP05","Furnishings, household equipment and routine household maintenance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","344,734.7",""
"2012","CP051","Furniture and furnishings, carpets and other floor coverings","Percentage of total","European Union - 27 countries (from 2019)","1.9",""
"2012","CP051","Furniture and furnishings, carpets and other floor coverings","Current prices, million euro","European Union - 27 countries (from 2019)","118,058.0",""
"2012","CP051","Furniture and furnishings, carpets and other floor coverings","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","115,909.4",""
"2012","CP052","Household textiles","Percentage of total","European Union - 27 countries (from 2019)","0.4",""
"2012","CP052","Household textiles","Current prices, million euro","European Union - 27 countries (from 2019)","26,271.3",""
"2012","CP052","Household textiles","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","25,139.8",""
"2012","CP053","Household appliances","Percentage of total","European Union - 27 countries (from 2019)","0.8",""
"2012","CP053","Household appliances","Current prices, million euro","European Union - 27 countries (from 2019)","49,376.8",""
"2012","CP053","Household appliances","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","50,411.4",""
"2012","CP054","Glassware, tableware and household utensils","Percentage of total","European Union - 27 countries (from 2019)","0.5",""
"2012","CP054","Glassware, tableware and household utensils","Current prices, million euro","European Union - 27 countries (from 2019)","31,111.7",""
"2012","CP054","Glassware, tableware and household utensils","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","30,101.4",""
"2012","CP055","Tools and equipment for house and garden","Percentage of total","European Union - 27 countries (from 2019)","0.4",""
"2012","CP055","Tools and equipment for house and garden","Current prices, million euro","European Union - 27 countries (from 2019)","24,558.0",""
"2012","CP055","Tools and equipment for house and garden","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","23,952.7",""
"2012","CP056","Goods and services for routine household maintenance","Percentage of total","European Union - 27 countries (from 2019)","1.6",""
"2012","CP056","Goods and services for routine household maintenance","Current prices, million euro","European Union - 27 countries (from 2019)","102,127.6",""
"2012","CP056","Goods and services for routine household maintenance","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","99,248.7",""
"2012","CP06","Health","Percentage of total","European Union - 27 countries (from 2019)","4.2",""
"2012","CP06","Health","Current prices, million euro","European Union - 27 countries (from 2019)","263,141.4",""
"2012","CP06","Health","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","255,347.7",""
"2012","CP061","Medical products, appliances and equipment","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2012","CP061","Medical products, appliances and equipment","Current prices, million euro","European Union - 27 countries (from 2019)","105,535.0",""
"2012","CP061","Medical products, appliances and equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","103,398.8",""
"2012","CP062","Out-patient services","Percentage of total","European Union - 27 countries (from 2019)","1.8",""
"2012","CP062","Out-patient services","Current prices, million euro","European Union - 27 countries (from 2019)","112,837.6",""
"2012","CP062","Out-patient services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","108,578.1",""
"2012","CP063","Hospital services","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2012","CP063","Hospital services","Current prices, million euro","European Union - 27 countries (from 2019)","44,768.8",""
"2012","CP063","Hospital services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","43,376.3",""
"2012","CP07","Transport","Percentage of total","European Union - 27 countries (from 2019)","12.9",""
"2012","CP07","Transport","Current prices, million euro","European Union - 27 countries (from 2019)","805,236.7",""
"2012","CP07","Transport","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","733,604.9",""
"2012","CP071","Purchase of vehicles","Percentage of total","European Union - 27 countries (from 2019)","3.2",""
"2012","CP071","Purchase of vehicles","Current prices, million euro","European Union - 27 countries (from 2019)","198,861.9",""
"2012","CP071","Purchase of vehicles","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","193,899.1",""
"2012","CP072","Operation of personal transport equipment","Percentage of total","European Union - 27 countries (from 2019)","7.2",""
"2012","CP072","Operation of personal transport equipment","Current prices, million euro","European Union - 27 countries (from 2019)","453,267.1",""
"2012","CP072","Operation of personal transport equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","398,197.6",""
"2012","CP073","Transport services","Percentage of total","European Union - 27 countries (from 2019)","2.4",""
"2012","CP073","Transport services","Current prices, million euro","European Union - 27 countries (from 2019)","153,107.7",""
"2012","CP073","Transport services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","141,249.6",""
"2012","CP08","Communications","Percentage of total","European Union - 27 countries (from 2019)","2.8",""
"2012","CP08","Communications","Current prices, million euro","European Union - 27 countries (from 2019)","177,088.0",""
"2012","CP08","Communications","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","189,385.0",""
"2012","CP081","Postal services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP081","Postal services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP081","Postal services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP082","Telephone and telefax equipment","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP082","Telephone and telefax equipment","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP082","Telephone and telefax equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP083","Telephone and telefax services","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP083","Telephone and telefax services","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP083","Telephone and telefax services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP09","Recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","8.4",""
"2012","CP09","Recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","523,839.2",""
"2012","CP09","Recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","523,115.6",""
"2012","CP091","Audio-visual, photographic and information processing equipment","Percentage of total","European Union - 27 countries (from 2019)","1.4",""
"2012","CP091","Audio-visual, photographic and information processing equipment","Current prices, million euro","European Union - 27 countries (from 2019)","86,791.1",""
"2012","CP091","Audio-visual, photographic and information processing equipment","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","99,740.8",""
"2012","CP092","Other major durables for recreation and culture","Percentage of total","European Union - 27 countries (from 2019)","0.3",""
"2012","CP092","Other major durables for recreation and culture","Current prices, million euro","European Union - 27 countries (from 2019)","17,301.8",""
"2012","CP092","Other major durables for recreation and culture","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","16,745.2",""
"2012","CP093","Other recreational items and equipment, gardens and pets","Percentage of total","European Union - 27 countries (from 2019)","1.7",""
"2012","CP093","Other recreational items and equipment, gardens and pets","Current prices, million euro","European Union - 27 countries (from 2019)","108,044.7",""
"2012","CP093","Other recreational items and equipment, gardens and pets","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","106,070.9",""
"2012","CP094","Recreational and cultural services","Percentage of total","European Union - 27 countries (from 2019)","3.0",""
"2012","CP094","Recreational and cultural services","Current prices, million euro","European Union - 27 countries (from 2019)","187,897.3",""
"2012","CP094","Recreational and cultural services","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","181,993.5",""
"2012","CP095","Newspapers, books and stationery","Percentage of total","European Union - 27 countries (from 2019)","1.3",""
"2012","CP095","Newspapers, books and stationery","Current prices, million euro","European Union - 27 countries (from 2019)","79,856.9",""
"2012","CP095","Newspapers, books and stationery","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","76,924.1",""
"2012","CP096","Package holidays","Percentage of total","European Union - 27 countries (from 2019)","0.7",""
"2012","CP096","Package holidays","Current prices, million euro","European Union - 27 countries (from 2019)","43,947.4",""
"2012","CP096","Package holidays","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","41,940.3",""
"2012","CP10","Education","Percentage of total","European Union - 27 countries (from 2019)","0.9",""
"2012","CP10","Education","Current prices, million euro","European Union - 27 countries (from 2019)","58,553.2",""
"2012","CP10","Education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","57,244.8",""
"2012","CP101","Pre-primary and primary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP101","Pre-primary and primary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP101","Pre-primary and primary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP102","Secondary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP102","Secondary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP102","Secondary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP103","Post-secondary non-tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP103","Post-secondary non-tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP103","Post-secondary non-tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP104","Tertiary education","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP104","Tertiary education","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP104","Tertiary education","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP105","Education not definable by level","Percentage of total","European Union - 27 countries (from 2019)",":",""
"2012","CP105","Education not definable by level","Current prices, million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP105","Education not definable by level","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)",":",""
"2012","CP11","Restaurants and hotels","Percentage of total","European Union - 27 countries (from 2019)","7.9",""
"2012","CP11","Restaurants and hotels","Current prices, million euro","European Union - 27 countries (from 2019)","492,014.0",""
"2012","CP11","Restaurants and hotels","Chain linked volumes (2010), million euro","European Union - 27 countries (from 2019)","475,072.0",""
"2012","CP111","Catering services","Percentage of total","European Union - 27 countries (from 2019)","6.4",""
